Nombre de photos,Nombre de carres,Low Tresh,High Tresh,Sigma Color,Sigma Space,Pourcentage de carres
404,316,60,150,80,75,78.21782178217822
404,344,60,125,80,75,85.14851485148515
404,387,60,100,80,75,95.79207920792079
404,271,70,255,80,75,67.07920792079209
404,278,70,240,80,75,68.8118811881188
404,283,70,230,80,75,70.04950495049505
404,286,70,220,80,75,70.79207920792079
404,311,70,175,80,75,76.98019801980197
404,325,70,150,80,75,80.44554455445545
404,350,70,125,80,75,86.63366336633663
404,399,70,100,80,75,98.76237623762376
404,247,0,255,80,60,61.13861386138614
404,252,0,240,80,60,62.37623762376238
404,257,0,230,80,60,63.613861386138616
404,263,0,220,80,60,65.0990099009901
404,281,0,175,80,60,69.55445544554455
404,296,0,150,80,60,73.26732673267327
404,318,0,125,80,60,78.71287128712872
404,350,0,100,80,60,86.63366336633663
404,247,10,255,80,60,61.13861386138614
404,252,10,240,80,60,62.37623762376238
404,257,10,230,80,60,63.613861386138616
404,263,10,220,80,60,65.0990099009901
404,282,10,175,80,60,69.80198019801979
404,298,10,150,80,60,73.76237623762376
404,321,10,125,80,60,79.45544554455446
404,352,10,100,80,60,87.12871287128714
404,248,20,255,80,60,61.386138613861384
404,253,20,240,80,60,62.62376237623762
404,259,20,230,80,60,64.10891089108911
404,265,20,220,80,60,65.5940594059406
404,288,20,175,80,60,71.28712871287128
404,303,20,150,80,60,75.0
404,326,20,125,80,60,80.6930693069307
404,358,20,100,80,60,88.61386138613861
404,251,30,255,80,60,62.12871287128713
404,257,30,240,80,60,63.613861386138616
404,263,30,230,80,60,65.0990099009901
404,268,30,220,80,60,66.33663366336634
404,292,30,175,80,60,72.27722772277228
404,310,30,150,80,60,76.73267326732673
404,332,30,125,80,60,82.17821782178217
404,368,30,100,80,60,91.0891089108911
404,252,40,255,80,60,62.37623762376238
404,260,40,240,80,60,64.35643564356435
404,264,40,230,80,60,65.34653465346535
404,269,40,220,80,60,66.58415841584159
404,292,40,175,80,60,72.27722772277228
404,306,40,150,80,60,75.74257425742574
404,328,40,125,80,60,81.1881188118812
404,362,40,100,80,60,89.60396039603961
404,256,50,255,80,60,63.366336633663366
404,264,50,240,80,60,65.34653465346535
404,270,50,230,80,60,66.83168316831683
404,274,50,220,80,60,67.82178217821783
404,300,50,175,80,60,74.25742574257426
404,316,50,150,80,60,78.21782178217822
404,340,50,125,80,60,84.15841584158416
404,374,50,100,80,60,92.57425742574257
404,259,60,255,80,60,64.10891089108911
404,266,60,240,80,60,65.84158415841584
404,271,60,230,80,60,67.07920792079209
404,275,60,220,80,60,68.06930693069307
404,297,60,175,80,60,73.51485148514851
404,315,60,150,80,60,77.97029702970298
404,342,60,125,80,60,84.65346534653465
404,388,60,100,80,60,96.03960396039604
404,269,70,255,80,60,66.58415841584159
404,276,70,240,80,60,68.31683168316832
404,281,70,230,80,60,69.55445544554455
404,285,70,220,80,60,70.54455445544554
404,310,70,175,80,60,76.73267326732673
404,325,70,150,80,60,80.44554455445545
404,352,70,125,80,60,87.12871287128714
404,402,70,100,80,60,99.5049504950495
404,248,0,255,80,145,61.386138613861384
404,254,0,240,80,145,62.87128712871287
404,257,0,230,80,145,63.613861386138616
404,262,0,220,80,145,64.85148514851485
404,279,0,175,80,145,69.05940594059405
404,292,0,150,80,145,72.27722772277228
404,312,0,125,80,145,77.22772277227723
404,348,0,100,80,145,86.13861386138613
404,248,10,255,80,145,61.386138613861384
404,254,10,240,80,145,62.87128712871287
404,257,10,230,80,145,63.613861386138616
404,262,10,220,80,145,64.85148514851485
404,280,10,175,80,145,69.3069306930693
404,294,10,150,80,145,72.77227722772277
404,315,10,125,80,145,77.97029702970298
404,350,10,100,80,145,86.63366336633663
404,248,20,255,80,145,61.386138613861384
404,254,20,240,80,145,62.87128712871287
404,258,20,230,80,145,63.86138613861386
404,263,20,220,80,145,65.0990099009901
404,285,20,175,80,145,70.54455445544554
404,298,20,150,80,145,73.76237623762376
404,319,20,125,80,145,78.96039603960396
404,355,20,100,80,145,87.87128712871286
404,252,30,255,80,145,62.37623762376238
404,260,30,240,80,145,64.35643564356435
404,264,30,230,80,145,65.34653465346535
404,268,30,220,80,145,66.33663366336634
404,292,30,175,80,145,72.27722772277228
404,308,30,150,80,145,76.23762376237624
404,328,30,125,80,145,81.1881188118812
404,365,30,100,80,145,90.34653465346535
404,253,40,255,80,145,62.62376237623762
404,263,40,240,80,145,65.0990099009901
404,265,40,230,80,145,65.5940594059406
404,269,40,220,80,145,66.58415841584159
404,291,40,175,80,145,72.02970297029702
404,304,40,150,80,145,75.24752475247524
404,325,40,125,80,145,80.44554455445545
404,361,40,100,80,145,89.35643564356435
404,256,50,255,80,145,63.366336633663366
404,266,50,240,80,145,65.84158415841584
404,270,50,230,80,145,66.83168316831683
404,273,50,220,80,145,67.57425742574257
404,298,50,175,80,145,73.76237623762376
404,313,50,150,80,145,77.47524752475248
404,337,50,125,80,145,83.41584158415841
404,372,50,100,80,145,92.07920792079209
404,261,60,255,80,145,64.60396039603961
404,270,60,240,80,145,66.83168316831683
404,272,60,230,80,145,67.32673267326733
404,275,60,220,80,145,68.06930693069307
404,297,60,175,80,145,73.51485148514851
404,314,60,150,80,145,77.72277227722772
404,342,60,125,80,145,84.65346534653465
404,388,60,100,80,145,96.03960396039604
404,269,70,255,80,145,66.58415841584159
404,278,70,240,80,145,68.8118811881188
404,281,70,230,80,145,69.55445544554455
404,284,70,220,80,145,70.29702970297029
404,310,70,175,80,145,76.73267326732673
404,324,70,150,80,145,80.19801980198021
404,348,70,125,80,145,86.13861386138613
404,401,70,100,80,145,99.25742574257426
404,248,0,255,80,130,61.386138613861384
404,254,0,240,80,130,62.87128712871287
404,257,0,230,80,130,63.613861386138616
404,262,0,220,80,130,64.85148514851485
404,279,0,175,80,130,69.05940594059405
404,292,0,150,80,130,72.27722772277228
404,312,0,125,80,130,77.22772277227723
404,348,0,100,80,130,86.13861386138613
404,248,10,255,80,130,61.386138613861384
404,254,10,240,80,130,62.87128712871287
404,257,10,230,80,130,63.613861386138616
404,262,10,220,80,130,64.85148514851485
404,280,10,175,80,130,69.3069306930693
404,294,10,150,80,130,72.77227722772277
404,315,10,125,80,130,77.97029702970298
404,350,10,100,80,130,86.63366336633663
404,249,20,255,80,130,61.633663366336634
404,255,20,240,80,130,63.11881188118812
404,259,20,230,80,130,64.10891089108911
404,264,20,220,80,130,65.34653465346535
404,286,20,175,80,130,70.79207920792079
404,299,20,150,80,130,74.00990099009901
404,320,20,125,80,130,79.20792079207921
404,356,20,100,80,130,88.11881188118812
404,252,30,255,80,130,62.37623762376238
404,260,30,240,80,130,64.35643564356435
404,264,30,230,80,130,65.34653465346535
404,268,30,220,80,130,66.33663366336634
404,292,30,175,80,130,72.27722772277228
404,308,30,150,80,130,76.23762376237624
404,328,30,125,80,130,81.1881188118812
404,365,30,100,80,130,90.34653465346535
404,253,40,255,80,130,62.62376237623762
404,263,40,240,80,130,65.0990099009901
404,265,40,230,80,130,65.5940594059406
404,269,40,220,80,130,66.58415841584159
404,291,40,175,80,130,72.02970297029702
404,304,40,150,80,130,75.24752475247524
404,325,40,125,80,130,80.44554455445545
404,361,40,100,80,130,89.35643564356435
404,256,50,255,80,130,63.366336633663366
404,266,50,240,80,130,65.84158415841584
404,270,50,230,80,130,66.83168316831683
404,273,50,220,80,130,67.57425742574257
404,298,50,175,80,130,73.76237623762376
404,313,50,150,80,130,77.47524752475248
404,337,50,125,80,130,83.41584158415841
404,372,50,100,80,130,92.07920792079209
404,261,60,255,80,130,64.60396039603961
404,270,60,240,80,130,66.83168316831683
404,272,60,230,80,130,67.32673267326733
404,275,60,220,80,130,68.06930693069307
404,297,60,175,80,130,73.51485148514851
404,314,60,150,80,130,77.72277227722772
404,342,60,125,80,130,84.65346534653465
404,387,60,100,80,130,95.79207920792079
404,269,70,255,80,130,66.58415841584159
404,278,70,240,80,130,68.8118811881188
404,281,70,230,80,130,69.55445544554455
404,284,70,220,80,130,70.29702970297029
404,310,70,175,80,130,76.73267326732673
404,324,70,150,80,130,80.19801980198021
404,348,70,125,80,130,86.13861386138613
404,401,70,100,80,130,99.25742574257426
404,249,0,255,80,100,61.633663366336634
404,254,0,240,80,100,62.87128712871287
404,259,0,230,80,100,64.10891089108911
404,264,0,220,80,100,65.34653465346535
404,281,0,175,80,100,69.55445544554455
404,295,0,150,80,100,73.01980198019803
404,315,0,125,80,100,77.97029702970298
404,351,0,100,80,100,86.88118811881188
404,249,10,255,80,100,61.633663366336634
404,254,10,240,80,100,62.87128712871287
404,259,10,230,80,100,64.10891089108911
404,264,10,220,80,100,65.34653465346535
404,282,10,175,80,100,69.80198019801979
404,297,10,150,80,100,73.51485148514851
404,318,10,125,80,100,78.71287128712872
404,353,10,100,80,100,87.37623762376238
404,250,20,255,80,100,61.88118811881188
404,255,20,240,80,100,63.11881188118812
404,261,20,230,80,100,64.60396039603961
404,266,20,220,80,100,65.84158415841584
404,288,20,175,80,100,71.28712871287128
404,302,20,150,80,100,74.75247524752476
404,323,20,125,80,100,79.95049504950495
404,359,20,100,80,100,88.86138613861387
404,253,30,255,80,100,62.62376237623762
404,260,30,240,80,100,64.35643564356435
404,266,30,230,80,100,65.84158415841584
404,270,30,220,80,100,66.83168316831683
404,294,30,175,80,100,72.77227722772277
404,310,30,150,80,100,76.73267326732673
404,330,30,125,80,100,81.68316831683168
404,367,30,100,80,100,90.84158415841584
404,254,40,255,80,100,62.87128712871287
404,263,40,240,80,100,65.0990099009901
404,267,40,230,80,100,66.0891089108911
404,271,40,220,80,100,67.07920792079209
404,293,40,175,80,100,72.52475247524752
404,306,40,150,80,100,75.74257425742574
404,327,40,125,80,100,80.94059405940595
404,363,40,100,80,100,89.85148514851485
404,257,50,255,80,100,63.613861386138616
404,266,50,240,80,100,65.84158415841584
404,272,50,230,80,100,67.32673267326733
404,275,50,220,80,100,68.06930693069307
404,301,50,175,80,100,74.5049504950495
404,316,50,150,80,100,78.21782178217822
404,340,50,125,80,100,84.15841584158416
404,375,50,100,80,100,92.82178217821783
404,261,60,255,80,100,64.60396039603961
404,269,60,240,80,100,66.58415841584159
404,273,60,230,80,100,67.57425742574257
404,276,60,220,80,100,68.31683168316832
404,298,60,175,80,100,73.76237623762376
404,315,60,150,80,100,77.97029702970298
404,343,60,125,80,100,84.9009900990099
404,388,60,100,80,100,96.03960396039604
404,270,70,255,80,100,66.83168316831683
404,278,70,240,80,100,68.8118811881188
404,283,70,230,80,100,70.04950495049505
404,286,70,220,80,100,70.79207920792079
404,312,70,175,80,100,77.22772277227723
404,326,70,150,80,100,80.6930693069307
404,350,70,125,80,100,86.63366336633663
404,403,70,100,80,100,99.75247524752476
404,229,0,255,90,75,56.683168316831676
404,238,0,240,90,75,58.91089108910891
404,242,0,230,90,75,59.900990099009896
404,248,0,220,90,75,61.386138613861384
404,276,0,175,90,75,68.31683168316832
404,285,0,150,90,75,70.54455445544554
404,306,0,125,90,75,75.74257425742574
404,351,0,100,90,75,86.88118811881188
404,231,10,255,90,75,57.17821782178218
404,240,10,240,90,75,59.4059405940594
404,244,10,230,90,75,60.396039603960396
404,250,10,220,90,75,61.88118811881188
404,278,10,175,90,75,68.8118811881188
404,287,10,150,90,75,71.03960396039604
404,308,10,125,90,75,76.23762376237624
404,353,10,100,90,75,87.37623762376238
404,232,20,255,90,75,57.42574257425742
404,241,20,240,90,75,59.65346534653465
404,245,20,230,90,75,60.64356435643564
404,251,20,220,90,75,62.12871287128713
404,280,20,175,90,75,69.3069306930693
404,290,20,150,90,75,71.78217821782178
404,309,20,125,90,75,76.48514851485149
404,354,20,100,90,75,87.62376237623762
404,231,30,255,90,75,57.17821782178218
404,240,30,240,90,75,59.4059405940594
404,244,30,230,90,75,60.396039603960396
404,251,30,220,90,75,62.12871287128713
404,279,30,175,90,75,69.05940594059405
404,288,30,150,90,75,71.28712871287128
404,311,30,125,90,75,76.98019801980197
404,356,30,100,90,75,88.11881188118812
404,233,40,255,90,75,57.67326732673267
404,241,40,240,90,75,59.65346534653465
404,245,40,230,90,75,60.64356435643564
404,252,40,220,90,75,62.37623762376238
404,280,40,175,90,75,69.3069306930693
404,293,40,150,90,75,72.52475247524752
404,315,40,125,90,75,77.97029702970298
404,362,40,100,90,75,89.60396039603961
404,240,50,255,90,75,59.4059405940594
404,250,50,240,90,75,61.88118811881188
404,254,50,230,90,75,62.87128712871287
404,262,50,220,90,75,64.85148514851485
404,287,50,175,90,75,71.03960396039604
404,300,50,150,90,75,74.25742574257426
404,317,50,125,90,75,78.46534653465346
404,372,50,100,90,75,92.07920792079209
404,243,60,255,90,75,60.148514851485146
404,253,60,240,90,75,62.62376237623762
404,257,60,230,90,75,63.613861386138616
404,265,60,220,90,75,65.5940594059406
404,284,60,175,90,75,70.29702970297029
404,297,60,150,90,75,73.51485148514851
404,317,60,125,90,75,78.46534653465346
404,376,60,100,90,75,93.06930693069307
404,244,70,255,90,75,60.396039603960396
404,250,70,240,90,75,61.88118811881188
404,254,70,230,90,75,62.87128712871287
404,262,70,220,90,75,64.85148514851485
404,281,70,175,90,75,69.55445544554455
404,291,70,150,90,75,72.02970297029702
404,319,70,125,90,75,78.96039603960396
404,385,70,100,90,75,95.29702970297029
404,229,0,255,90,60,56.683168316831676
404,236,0,240,90,60,58.415841584158414
404,240,0,230,90,60,59.4059405940594
404,246,0,220,90,60,60.89108910891089
404,274,0,175,90,60,67.82178217821783
404,282,0,150,90,60,69.80198019801979
404,301,0,125,90,60,74.5049504950495
404,346,0,100,90,60,85.64356435643565
404,231,10,255,90,60,57.17821782178218
404,238,10,240,90,60,58.91089108910891
404,242,10,230,90,60,59.900990099009896
404,248,10,220,90,60,61.386138613861384
404,276,10,175,90,60,68.31683168316832
404,284,10,150,90,60,70.29702970297029
404,303,10,125,90,60,75.0
404,348,10,100,90,60,86.13861386138613
404,232,20,255,90,60,57.42574257425742
404,239,20,240,90,60,59.15841584158416
404,243,20,230,90,60,60.148514851485146
404,249,20,220,90,60,61.633663366336634
404,278,20,175,90,60,68.8118811881188
404,287,20,150,90,60,71.03960396039604
404,305,20,125,90,60,75.4950495049505
404,350,20,100,90,60,86.63366336633663
404,231,30,255,90,60,57.17821782178218
404,238,30,240,90,60,58.91089108910891
404,242,30,230,90,60,59.900990099009896
404,249,30,220,90,60,61.633663366336634
404,277,30,175,90,60,68.56435643564357
404,287,30,150,90,60,71.03960396039604
404,309,30,125,90,60,76.48514851485149
404,354,30,100,90,60,87.62376237623762
404,233,40,255,90,60,57.67326732673267
404,239,40,240,90,60,59.15841584158416
404,243,40,230,90,60,60.148514851485146
404,250,40,220,90,60,61.88118811881188
404,278,40,175,90,60,68.8118811881188
404,291,40,150,90,60,72.02970297029702
404,313,40,125,90,60,77.47524752475248
404,360,40,100,90,60,89.10891089108911
404,240,50,255,90,60,59.4059405940594
404,248,50,240,90,60,61.386138613861384
404,252,50,230,90,60,62.37623762376238
404,260,50,220,90,60,64.35643564356435
404,284,50,175,90,60,70.29702970297029
404,298,50,150,90,60,73.76237623762376
404,315,50,125,90,60,77.97029702970298
404,371,50,100,90,60,91.83168316831683
404,243,60,255,90,60,60.148514851485146
404,253,60,240,90,60,62.62376237623762
404,257,60,230,90,60,63.613861386138616
404,265,60,220,90,60,65.5940594059406
404,284,60,175,90,60,70.29702970297029
404,297,60,150,90,60,73.51485148514851
404,317,60,125,90,60,78.46534653465346
404,374,60,100,90,60,92.57425742574257
404,244,70,255,90,60,60.396039603960396
404,250,70,240,90,60,61.88118811881188
404,254,70,230,90,60,62.87128712871287
404,262,70,220,90,60,64.85148514851485
404,281,70,175,90,60,69.55445544554455
404,291,70,150,90,60,72.02970297029702
404,319,70,125,90,60,78.96039603960396
404,383,70,100,90,60,94.80198019801979
404,231,0,255,90,145,57.17821782178218
404,240,0,240,90,145,59.4059405940594
404,244,0,230,90,145,60.396039603960396
404,250,0,220,90,145,61.88118811881188
404,277,0,175,90,145,68.56435643564357
404,286,0,150,90,145,70.79207920792079
404,306,0,125,90,145,75.74257425742574
404,349,0,100,90,145,86.38613861386139
404,233,10,255,90,145,57.67326732673267
404,242,10,240,90,145,59.900990099009896
404,246,10,230,90,145,60.89108910891089
404,252,10,220,90,145,62.37623762376238
404,279,10,175,90,145,69.05940594059405
404,288,10,150,90,145,71.28712871287128
404,308,10,125,90,145,76.23762376237624
404,351,10,100,90,145,86.88118811881188
404,234,20,255,90,145,57.920792079207914
404,243,20,240,90,145,60.148514851485146
404,247,20,230,90,145,61.13861386138614
404,253,20,220,90,145,62.62376237623762
404,281,20,175,90,145,69.55445544554455
404,291,20,150,90,145,72.02970297029702
404,310,20,125,90,145,76.73267326732673
404,353,20,100,90,145,87.37623762376238
404,233,30,255,90,145,57.67326732673267
404,242,30,240,90,145,59.900990099009896
404,246,30,230,90,145,60.89108910891089
404,253,30,220,90,145,62.62376237623762
404,280,30,175,90,145,69.3069306930693
404,290,30,150,90,145,71.78217821782178
404,313,30,125,90,145,77.47524752475248
404,356,30,100,90,145,88.11881188118812
404,235,40,255,90,145,58.168316831683164
404,243,40,240,90,145,60.148514851485146
404,247,40,230,90,145,61.13861386138614
404,254,40,220,90,145,62.87128712871287
404,282,40,175,90,145,69.80198019801979
404,295,40,150,90,145,73.01980198019803
404,318,40,125,90,145,78.71287128712872
404,363,40,100,90,145,89.85148514851485
404,241,50,255,90,145,59.65346534653465
404,251,50,240,90,145,62.12871287128713
404,255,50,230,90,145,63.11881188118812
404,263,50,220,90,145,65.0990099009901
404,288,50,175,90,145,71.28712871287128
404,301,50,150,90,145,74.5049504950495
404,319,50,125,90,145,78.96039603960396
404,370,50,100,90,145,91.58415841584159
404,244,60,255,90,145,60.396039603960396
404,254,60,240,90,145,62.87128712871287
404,258,60,230,90,145,63.86138613861386
404,266,60,220,90,145,65.84158415841584
404,285,60,175,90,145,70.54455445544554
404,297,60,150,90,145,73.51485148514851
404,318,60,125,90,145,78.71287128712872
404,376,60,100,90,145,93.06930693069307
404,245,70,255,90,145,60.64356435643564
404,251,70,240,90,145,62.12871287128713
404,256,70,230,90,145,63.366336633663366
404,264,70,220,90,145,65.34653465346535
404,283,70,175,90,145,70.04950495049505
404,293,70,150,90,145,72.52475247524752
404,322,70,125,90,145,79.70297029702971
404,383,70,100,90,145,94.80198019801979
404,230,0,255,90,130,56.930693069306926
404,239,0,240,90,130,59.15841584158416
404,243,0,230,90,130,60.148514851485146
404,249,0,220,90,130,61.633663366336634
404,276,0,175,90,130,68.31683168316832
404,285,0,150,90,130,70.54455445544554
404,305,0,125,90,130,75.4950495049505
404,348,0,100,90,130,86.13861386138613
404,232,10,255,90,130,57.42574257425742
404,241,10,240,90,130,59.65346534653465
404,245,10,230,90,130,60.64356435643564
404,251,10,220,90,130,62.12871287128713
404,278,10,175,90,130,68.8118811881188
404,287,10,150,90,130,71.03960396039604
404,307,10,125,90,130,75.99009900990099
404,350,10,100,90,130,86.63366336633663
404,233,20,255,90,130,57.67326732673267
404,242,20,240,90,130,59.900990099009896
404,246,20,230,90,130,60.89108910891089
404,252,20,220,90,130,62.37623762376238
404,280,20,175,90,130,69.3069306930693
404,290,20,150,90,130,71.78217821782178
404,309,20,125,90,130,76.48514851485149
404,352,20,100,90,130,87.12871287128714
404,232,30,255,90,130,57.42574257425742
404,241,30,240,90,130,59.65346534653465
404,245,30,230,90,130,60.64356435643564
404,252,30,220,90,130,62.37623762376238
404,279,30,175,90,130,69.05940594059405
404,289,30,150,90,130,71.53465346534654
404,312,30,125,90,130,77.22772277227723
404,355,30,100,90,130,87.87128712871286
404,234,40,255,90,130,57.920792079207914
404,242,40,240,90,130,59.900990099009896
404,246,40,230,90,130,60.89108910891089
404,253,40,220,90,130,62.62376237623762
404,281,40,175,90,130,69.55445544554455
404,294,40,150,90,130,72.77227722772277
404,317,40,125,90,130,78.46534653465346
404,362,40,100,90,130,89.60396039603961
404,241,50,255,90,130,59.65346534653465
404,251,50,240,90,130,62.12871287128713
404,255,50,230,90,130,63.11881188118812
404,263,50,220,90,130,65.0990099009901
404,288,50,175,90,130,71.28712871287128
404,301,50,150,90,130,74.5049504950495
404,319,50,125,90,130,78.96039603960396
404,370,50,100,90,130,91.58415841584159
404,244,60,255,90,130,60.396039603960396
404,254,60,240,90,130,62.87128712871287
404,258,60,230,90,130,63.86138613861386
404,266,60,220,90,130,65.84158415841584
404,285,60,175,90,130,70.54455445544554
404,297,60,150,90,130,73.51485148514851
404,318,60,125,90,130,78.71287128712872
404,377,60,100,90,130,93.31683168316832
404,245,70,255,90,130,60.64356435643564
404,251,70,240,90,130,62.12871287128713
404,256,70,230,90,130,63.366336633663366
404,264,70,220,90,130,65.34653465346535
404,283,70,175,90,130,70.04950495049505
404,293,70,150,90,130,72.52475247524752
404,322,70,125,90,130,79.70297029702971
404,383,70,100,90,130,94.80198019801979
404,230,0,255,90,100,56.930693069306926
404,239,0,240,90,100,59.15841584158416
404,243,0,230,90,100,60.148514851485146
404,249,0,220,90,100,61.633663366336634
404,277,0,175,90,100,68.56435643564357
404,286,0,150,90,100,70.79207920792079
404,305,0,125,90,100,75.4950495049505
404,347,0,100,90,100,85.89108910891089
404,232,10,255,90,100,57.42574257425742
404,241,10,240,90,100,59.65346534653465
404,245,10,230,90,100,60.64356435643564
404,251,10,220,90,100,62.12871287128713
404,279,10,175,90,100,69.05940594059405
404,288,10,150,90,100,71.28712871287128
404,307,10,125,90,100,75.99009900990099
404,349,10,100,90,100,86.38613861386139
404,233,20,255,90,100,57.67326732673267
404,242,20,240,90,100,59.900990099009896
404,246,20,230,90,100,60.89108910891089
404,252,20,220,90,100,62.37623762376238
404,281,20,175,90,100,69.55445544554455
404,291,20,150,90,100,72.02970297029702
404,309,20,125,90,100,76.48514851485149
404,351,20,100,90,100,86.88118811881188
404,232,30,255,90,100,57.42574257425742
404,241,30,240,90,100,59.65346534653465
404,245,30,230,90,100,60.64356435643564
404,252,30,220,90,100,62.37623762376238
404,280,30,175,90,100,69.3069306930693
404,290,30,150,90,100,71.78217821782178
404,313,30,125,90,100,77.47524752475248
404,355,30,100,90,100,87.87128712871286
404,234,40,255,90,100,57.920792079207914
404,242,40,240,90,100,59.900990099009896
404,246,40,230,90,100,60.89108910891089
404,253,40,220,90,100,62.62376237623762
404,281,40,175,90,100,69.55445544554455
404,294,40,150,90,100,72.77227722772277
404,317,40,125,90,100,78.46534653465346
404,361,40,100,90,100,89.35643564356435
404,241,50,255,90,100,59.65346534653465
404,251,50,240,90,100,62.12871287128713
404,255,50,230,90,100,63.11881188118812
404,263,50,220,90,100,65.0990099009901
404,288,50,175,90,100,71.28712871287128
404,301,50,150,90,100,74.5049504950495
404,319,50,125,90,100,78.96039603960396
404,370,50,100,90,100,91.58415841584159
404,244,60,255,90,100,60.396039603960396
404,253,60,240,90,100,62.62376237623762
404,257,60,230,90,100,63.613861386138616
404,265,60,220,90,100,65.5940594059406
404,284,60,175,90,100,70.29702970297029
404,296,60,150,90,100,73.26732673267327
404,317,60,125,90,100,78.46534653465346
404,375,60,100,90,100,92.82178217821783
404,245,70,255,90,100,60.64356435643564
404,250,70,240,90,100,61.88118811881188
404,255,70,230,90,100,63.11881188118812
404,263,70,220,90,100,65.0990099009901
404,282,70,175,90,100,69.80198019801979
404,292,70,150,90,100,72.27722772277228
404,321,70,125,90,100,79.45544554455446
404,383,70,100,90,100,94.80198019801979
